,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXBR Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Brazil Index Max Cuml Total Return 6339.5311% On 05/30/2008,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
9/28/2001,454.25,0.29032,354.25%,410.65%,-16.75%,-16.69%,,,,,,,
8/31/2001,545.62,0.90184,445.62%,512.99%,-8.79%,-8.65%,,,,,,,
7/31/2001,598.22,2.47677,498.22%,571.03%,-7.62%,-7.26%,,,,,,,
,,,,,,,,,,,,,
6/29/2001,647.54,0.11087,547.54%,623.55%,-1.88%,-1.87%,,,,,,,
5/31/2001,659.97,0.00934,559.97%,637.31%,-5.38%,-5.38%,,,,,,,
4/30/2001,697.52,0.74066,597.52%,679.25%,3.90%,4.01%,,,,,,,
,,,,,,,,,,,,,
3/30/2001,671.35,7.0214,571.35%,649.18%,-12.16%,-11.27%,,,,,,,
2/28/2001,764.31,0.0848,664.31%,744.34%,-10.33%,-10.32%,,,,,,,
1/31/2001,852.39,5.15955,752.39%,841.54%,11.69%,12.44%,,,,,,,
,,,,,,,,,,,,,
12/29/2000,763.19,0.10957,663.19%,737.35%,13.72%,13.74%,,,,,,,
11/30/2000,671.09,0.00081,571.09%,636.19%,-11.25%,-11.25%,,,,,,,
10/31/2000,756.14,0.00009,656.14%,729.49%,-7.83%,-7.83%,,,,,,,
,,,,,,,,,,,,,
9/29/2000,820.39,0.0001,720.39%,799.98%,-6.45%,-6.45%,,,,,,,
8/31/2000,876.94,1.66542,776.94%,862.01%,2.26%,2.46%,,,,,,,
7/31/2000,857.52,0.28443,757.52%,838.92%,-1.11%,-1.08%,,,,,,,
,,,,,,,,,,,,,
6/30/2000,867.15,0.00051,767.15%,849.16%,12.16%,12.16%,,,,,,,
5/31/2000,773.16,0.00153,673.16%,746.28%,-1.58%,-1.58%,,,,,,,
4/28/2000,785.6,0.53876,685.60%,759.89%,-13.35%,-13.29%,,,,,,,
,,,,,,,,,,,,,
3/31/2000,906.68,1.39355,806.68%,891.72%,3.68%,3.85%,,,,,,,
2/29/2000,874.47,0.00091,774.47%,854.97%,4.15%,4.15%,,,,,,,
1/31/2000,839.65,1.12385,739.65%,816.94%,-5.60%,-5.48%,,,,,,,
,,,,,,,,,,,,,
12/31/1999,889.49,2.05852,789.49%,870.12%,25.34%,25.64%,,,,,,,
11/30/1999,709.67,0.00034,609.67%,672.16%,18.78%,18.78%,,,,,,,
10/29/1999,597.47,0.02179,497.47%,550.08%,3.41%,3.41%,,,,,,,
,,,,,,,,,,,,,
9/30/1999,577.79,0.03004,477.79%,528.64%,4.46%,4.46%,,,,,,,
8/31/1999,553.13,2.89022,453.13%,501.78%,-3.90%,-3.39%,,,,,,,
7/30/1999,575.6,0.32174,475.60%,522.88%,-10.07%,-10.03%,,,,,,,
,,,,,,,,,,,,,
6/30/1999,640.08,0.02445,540.08%,592.30%,4.02%,4.02%,,,,,,,
5/31/1999,615.34,0.4882,515.34%,565.51%,-4.11%,-4.04%,,,,,,,
4/30/1999,641.69,0.09302,541.69%,593.51%,11.57%,11.59%,,,,,,,
,,,,,,,,,,,,,
3/31/1999,575.13,1.04122,475.13%,521.48%,36.50%,36.80%,,,,,,,
2/26/1999,421.33,0.28069,321.33%,354.31%,7.13%,7.20%,,,,,,,
1/29/1999,393.29,2.00612,293.29%,323.81%,-28.56%,-28.27%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXBR Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Brazil Index Max Cuml Total Return 6339.5311% On 05/30/2008,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/31/1998,550.54,2.21855,450.54%,490.85%,-18.94%,-18.62%,,,,,,,
11/30/1998,679.16,0.42475,579.16%,626.02%,17.32%,17.39%,,,,,,,
10/30/1998,578.9,2.21412,478.90%,518.46%,3.91%,4.34%,,,,,,,
,,,,,,,,,,,,,
9/30/1998,557.12,0.63958,457.12%,492.74%,3.65%,3.77%,,,,,,,
8/31/1998,537.51,2.32392,437.51%,471.23%,-39.00%,-38.81%,,,,,,,
7/31/1998,881.2,1.49504,781.20%,833.48%,8.64%,8.83%,,,,,,,
,,,,,,,,,,,,,
6/30/1998,811.14,0.00051,711.14%,757.77%,-3.86%,-3.86%,,,,,,,
5/29/1998,843.7,0.04632,743.70%,792.20%,-15.82%,-15.81%,,,,,,,
4/30/1998,1002.24,4.48947,902.24%,959.80%,-4.38%,-3.96%,,,,,,,
,,,,,,,,,,,,,
3/31/1998,1048.17,2.81205,948.17%,1003.53%,8.31%,8.61%,,,,,,,
2/27/1998,967.72,0.0482,867.72%,916.09%,7.60%,7.60%,,,,,,,
1/30/1998,899.39,0.42329,799.39%,844.29%,-8.63%,-8.60%,,,,,,,
,,,,,,,,,,,,,
12/31/1997,984.39,0.16786,884.39%,933.10%,8.77%,8.79%,,,,,,,
11/28/1997,905.02,0.0719,805.02%,849.63%,2.96%,2.97%,,,,,,,
10/31/1997,879.02,0.10362,779.02%,822.27%,-24.17%,-24.16%,,,,,,,
,,,,,,,,,,,,,
9/30/1997,1159.2,0.1651,1059.20%,1116.13%,10.71%,10.73%,,,,,,,
8/29/1997,1047.02,0.21305,947.02%,998.27%,-15.47%,-15.45%,,,,,,,
7/31/1997,1238.57,0.2151,1138.57%,1198.96%,2.68%,2.70%,,,,,,,
,,,,,,,,,,,,,
6/30/1997,1206.24,0.00003,1106.24%,1164.83%,9.99%,9.99%,,,,,,,
5/30/1997,1096.65,0.19649,996.65%,1049.91%,6.27%,6.29%,,,,,,,
4/30/1997,1031.91,1.40483,931.91%,981.83%,6.92%,7.07%,,,,,,,
,,,,,,,,,,,,,
3/31/1997,965.12,0.35862,865.12%,910.42%,-1.46%,-1.43%,,,,,,,
2/28/1997,979.42,0.02716,879.42%,925.03%,10.17%,10.17%,,,,,,,
1/31/1997,889,0.06537,789.00%,830.37%,11.42%,11.43%,,,,,,,
,,,,,,,,,,,,,
12/31/1996,797.88,0.03728,697.88%,734.95%,4.95%,4.95%,,,,,,,
11/29/1996,760.26,0.00876,660.26%,695.54%,0.07%,0.07%,,,,,,,
10/31/1996,759.7,0.04926,659.70%,694.94%,2.57%,2.58%,,,,,,,
,,,,,,,,,,,,,
9/30/1996,740.66,0.77555,640.66%,674.97%,1.86%,1.97%,,,,,,,
8/30/1996,727.11,0.40513,627.11%,659.99%,1.68%,1.74%,,,,,,,
7/31/1996,715.1,0.15579,615.10%,647.02%,-1.22%,-1.20%,,,,,,,
,,,,,,,,,,,,,
6/28/1996,723.95,0.00034,623.95%,656.10%,4.83%,4.83%,,,,,,,
5/31/1996,690.6,0.99191,590.60%,621.27%,7.61%,7.77%,,,,,,,
4/30/1996,641.79,4.65184,541.79%,569.26%,1.05%,1.78%,,,,,,,
,,,,,,,,,,,,,
3/29/1996,635.13,0.4616,535.13%,557.53%,-1.73%,-1.66%,,,,,,,
2/29/1996,646.29,4.11064,546.29%,568.61%,-4.59%,-3.99%,,,,,,,
1/31/1996,677.36,0.00014,577.36%,596.36%,17.16%,17.16%,,,,,,,
,,,,,,,,,,,,,
12/29/1995,578.13,0.04343,478.13%,494.35%,-1.96%,-1.95%,,,,,,,
11/30/1995,589.67,0.94416,489.67%,506.16%,-0.30%,-0.13%,,,,,,,
10/31/1995,591.47,0.17955,491.47%,506.95%,-9.35%,-9.32%,,,,,,,
,,,,,,,,,,,,,
9/29/1995,652.46,0.22863,552.46%,569.35%,5.01%,5.05%,,,,,,,
8/31/1995,621.31,1.38542,521.31%,537.18%,4.94%,5.18%,,,,,,,
7/31/1995,592.04,0.04671,492.04%,505.82%,3.53%,3.54%,,,,,,,
,,,,,,,,,,,,,
6/30/1995,571.85,0.00005,471.85%,485.11%,-2.59%,-2.59%,,,,,,,
5/31/1995,587.04,13.70521,487.04%,500.65%,-0.27%,2.01%,,,,,,,
4/28/1995,588.6,0.03087,488.60%,488.81%,19.37%,19.38%,,,,,,,
,,,,,,,,,,,,,
3/31/1995,493.07,0.11767,393.07%,393.22%,-13.50%,-13.47%,,,,,,,
2/28/1995,570.01,0.01406,470.01%,470.02%,-15.03%,-15.03%,,,,,,,
1/31/1995,670.87,--,570.87%,570.87%,-8.66%,-8.66%,,,,,,,
,,,,,,,,,,,,,
12/30/1994,734.48,--,634.48%,634.48%,-5.68%,-5.68%,,,,,,,
11/30/1994,778.74,--,678.74%,678.74%,-4.03%,-4.03%,,,,,,,
10/31/1994,811.47,--,711.47%,711.47%,-7.40%,-7.40%,,,,,,,
,,,,,,,,,,,,,
9/30/1994,876.36,--,776.36%,776.36%,7.87%,7.87%,,,,,,,
8/31/1994,812.43,--,712.43%,712.43%,35.54%,35.54%,,,,,,,
7/29/1994,599.41,--,499.41%,499.41%,17.94%,17.94%,,,,,,,
,,,,,,,,,,,,,
6/30/1994,508.22,--,408.22%,408.22%,2.17%,2.17%,,,,,,,
5/31/1994,497.42,--,397.42%,397.42%,-0.50%,-0.50%,,,,,,,
4/29/1994,499.93,--,399.93%,399.93%,-21.41%,-21.41%,,,,,,,
,,,,,,,,,,,,,
3/31/1994,636.14,--,536.14%,536.14%,2.48%,2.48%,,,,,,,
2/28/1994,620.72,--,520.72%,520.72%,2.85%,2.85%,,,,,,,
1/31/1994,603.51,--,503.51%,503.51%,34.61%,34.61%,,,,,,,
,,,,,,,,,,,,,
12/31/1993,448.35,--,348.35%,348.35%,2.28%,2.28%,,,,,,,
11/30/1993,438.35,--,338.35%,338.35%,7.71%,7.71%,,,,,,,
10/29/1993,406.96,--,306.96%,306.96%,-7.65%,-7.65%,,,,,,,
,,,,,,,,,,,,,
9/30/1993,440.69,--,340.69%,340.69%,7.59%,7.59%,,,,,,,
8/31/1993,409.6,--,309.60%,309.60%,6.89%,6.89%,,,,,,,
7/30/1993,383.2,--,283.20%,283.20%,0.50%,0.50%,,,,,,,
,,,,,,,,,,,,,
6/30/1993,381.31,--,281.31%,281.31%,12.30%,12.30%,,,,,,,
5/31/1993,339.54,--,239.54%,239.54%,12.42%,12.42%,,,,,,,
4/30/1993,302.02,--,202.02%,202.02%,-1.18%,-1.18%,,,,,,,
,,,,,,,,,,,,,
3/31/1993,305.63,--,205.63%,205.63%,2.76%,2.76%,,,,,,,
2/26/1993,297.43,--,197.43%,197.43%,19.42%,19.42%,,,,,,,
1/29/1993,249.07,--,149.07%,149.07%,-2.64%,-2.64%,,,,,,,
,,,,,,,,,,,,,
12/31/1992,255.82,--,155.82%,155.82%,14.45%,14.45%,,,,,,,
11/30/1992,223.52,--,123.52%,123.52%,-12.37%,-12.37%,,,,,,,
10/30/1992,255.06,--,155.06%,155.06%,-12.02%,-12.02%,,,,,,,
,,,,,,,,,,,,,
9/30/1992,289.92,--,189.92%,189.92%,8.24%,8.24%,,,,,,,
8/31/1992,267.85,--,167.85%,167.85%,-2.68%,-2.68%,,,,,,,
7/31/1992,275.22,--,175.22%,175.22%,11.34%,11.34%,,,,,,,
,,,,,,,,,,,,,
6/30/1992,247.19,--,147.19%,147.19%,-32.24%,-32.24%,,,,,,,
5/29/1992,364.81,--,264.81%,264.81%,-0.99%,-0.99%,,,,,,,
4/30/1992,368.46,--,268.46%,268.46%,0.27%,0.27%,,,,,,,
,,,,,,,,,,,,,
3/31/1992,367.48,--,267.48%,267.48%,11.18%,11.18%,,,,,,,
2/28/1992,330.54,--,230.54%,230.54%,-1.34%,-1.34%,,,,,,,
1/31/1992,335.04,--,235.04%,235.04%,37.57%,37.57%,,,,,,,
,,,,,,,,,,,,,
12/31/1991,243.55,--,143.55%,143.55%,54.42%,54.42%,,,,,,,
11/29/1991,157.72,--,57.72%,57.72%,-17.45%,-17.45%,,,,,,,
10/31/1991,191.06,--,91.06%,91.06%,3.13%,3.13%,,,,,,,
,,,,,,,,,,,,,
9/30/1991,185.27,--,85.27%,85.27%,-14.74%,-14.74%,,,,,,,
8/30/1991,217.3,--,117.30%,117.30%,-5.85%,-5.85%,,,,,,,
7/31/1991,230.81,--,130.81%,130.81%,9.96%,9.96%,,,,,,,
,,,,,,,,,,,,,
6/28/1991,209.9,--,109.90%,109.90%,-2.53%,-2.53%,,,,,,,
5/31/1991,215.34,--,115.34%,115.34%,46.66%,46.66%,,,,,,,
4/30/1991,146.83,--,46.83%,46.83%,3.69%,3.69%,,,,,,,
,,,,,,,,,,,,,
3/29/1991,141.61,--,41.61%,41.61%,-11.31%,-11.31%,,,,,,,
2/28/1991,159.66,--,59.66%,59.66%,22.15%,22.15%,,,,,,,
1/31/1991,130.71,--,30.71%,30.71%,46.59%,46.59%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12/31/1990,89.17,--,-10.83%,-10.83%,-9.33%,-9.33%,,,,,,,
11/30/1990,98.35,--,-1.65%,-1.65%,3.36%,3.36%,,,,,,,
10/31/1990,95.15,--,-4.85%,-4.85%,-29.13%,-29.13%,,,,,,,
,,,,,,,,,,,,,
9/28/1990,134.26,--,34.26%,34.26%,-14.33%,-14.33%,,,,,,,
8/31/1990,156.71,--,56.71%,56.71%,-16.18%,-16.18%,,,,,,,
7/31/1990,186.95,--,86.95%,86.95%,24.81%,24.81%,,,,,,,
,,,,,,,,,,,,,
6/29/1990,149.79,--,49.79%,49.79%,1.50%,1.50%,,,,,,,
5/31/1990,147.57,--,47.57%,47.57%,-11.87%,-11.87%,,,,,,,
4/30/1990,167.44,--,67.44%,67.44%,81.25%,81.25%,,,,,,,
,,,,,,,,,,,,,
3/30/1990,92.38,--,-7.62%,-7.62%,-66.93%,-66.93%,,,,,,,
2/28/1990,279.37,--,179.37%,179.37%,6.67%,6.67%,,,,,,,
1/31/1990,261.9,--,161.90%,161.90%,1.24%,1.24%,,,,,,,
,,,,,,,,,,,,,
12/29/1989,258.69,--,158.69%,158.69%,26.86%,26.86%,,,,,,,
11/30/1989,203.91,--,103.91%,103.91%,-26.20%,-26.20%,,,,,,,
10/31/1989,276.3,--,176.30%,176.30%,13.69%,13.69%,,,,,,,
,,,,,,,,,,,,,
9/29/1989,243.02,--,143.02%,143.02%,6.48%,6.48%,,,,,,,
8/31/1989,228.24,--,128.24%,128.24%,-5.72%,-5.72%,,,,,,,
7/31/1989,242.1,--,142.10%,142.10%,15.21%,15.21%,,,,,,,
,,,,,,,,,,,,,
6/30/1989,210.13,--,110.13%,110.13%,-41.34%,-41.34%,,,,,,,
5/31/1989,358.19,--,258.19%,258.19%,-4.71%,-4.71%,,,,,,,
4/28/1989,375.88,--,275.88%,275.88%,39.56%,39.56%,,,,,,,
,,,,,,,,,,,,,
3/31/1989,269.34,--,169.34%,169.34%,30.08%,30.08%,,,,,,,
2/28/1989,207.06,--,107.06%,107.06%,35.30%,35.30%,,,,,,,
1/31/1989,153.04,--,53.04%,53.04%,-20.74%,-20.74%,,,,,,,
,,,,,,,,,,,,,
12/30/1988,193.08,--,93.08%,93.08%,14.94%,14.94%,,,,,,,
11/30/1988,167.99,--,67.99%,67.99%,-6.51%,-6.51%,,,,,,,
10/31/1988,179.68,--,79.68%,79.68%,-1.43%,-1.43%,,,,,,,
,,,,,,,,,,,,,
9/30/1988,182.28,--,82.28%,82.28%,20.72%,20.72%,,,,,,,
8/31/1988,150.99,--,50.99%,50.99%,4.30%,4.30%,,,,,,,
7/29/1988,144.76,--,44.76%,44.76%,-15.16%,-15.16%,,,,,,,
,,,,,,,,,,,,,
6/30/1988,170.63,--,70.63%,70.63%,-9.14%,-9.14%,,,,,,,
5/31/1988,187.8,--,87.80%,87.80%,3.24%,3.24%,,,,,,,
4/29/1988,181.9,--,81.90%,81.90%,10.06%,10.06%,,,,,,,
,,,,,,,,,,,,,
3/31/1988,165.28,--,65.28%,65.28%,43.29%,43.29%,,,,,,,
2/29/1988,115.35,--,15.35%,15.35%,-6.73%,-6.73%,,,,,,,
1/29/1988,123.67,--,23.67%,23.67%,23.67%,23.67%,,,,,,,
,,,,,,,,,,,,,
12/31/1987,100,--,0.00%,0.00%,--,--,,,,,,,
