,,,,,,,,,
,,,,,,,,,
MXAR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Argentina Index Max Cuml Total Return 7226.4397% On 01/31/2018,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
5/29/1998,1530.99,4.88308,1430.99%,1587.71%,-12.47%,-12.21%,,,
4/30/1998,1749.12,6.16248,1649.12%,1822.41%,-1.52%,-1.17%,,,
,,,,,,,,,
3/31/1998,1776.16,--,1676.16%,1845.10%,4.46%,4.46%,,,
2/27/1998,1700.35,3.60012,1600.35%,1762.08%,6.39%,6.61%,,,
1/30/1998,1598.27,6.51023,1498.27%,1646.58%,-9.39%,-9.03%,,,
,,,,,,,,,
12/31/1997,1763.96,6.87383,1663.96%,1819.88%,4.52%,4.92%,,,
11/28/1997,1687.74,4.29073,1587.74%,1729.87%,7.98%,8.26%,,,
10/31/1997,1563.03,2.36533,1463.03%,1590.19%,-18.73%,-18.63%,,,
,,,,,,,,,
9/30/1997,1923.24,--,1823.24%,1977.16%,3.66%,3.66%,,,
8/29/1997,1855.41,5.2471,1755.41%,1903.91%,-2.99%,-2.72%,,,
7/31/1997,1912.51,8.31778,1812.51%,1959.88%,6.95%,7.42%,,,
,,,,,,,,,
6/30/1997,1788.22,--,1688.22%,1817.51%,2.08%,2.08%,,,
5/30/1997,1751.73,5.4648,1651.73%,1778.37%,7.41%,7.75%,,,
4/30/1997,1630.93,0.715,1530.93%,1643.25%,4.90%,4.95%,,,
,,,,,,,,,
3/31/1997,1554.79,--,1454.79%,1561.10%,-2.17%,-2.17%,,,
2/28/1997,1589.31,3.35038,1489.31%,1597.99%,0.72%,0.92%,,,
1/31/1997,1577.89,--,1477.89%,1582.43%,9.01%,9.01%,,,
,,,,,,,,,
12/31/1996,1447.45,12.39683,1347.45%,1443.35%,5.02%,5.97%,,,
11/29/1996,1378.27,3.84375,1278.27%,1356.45%,6.67%,6.96%,,,
10/31/1996,1292.15,1.22222,1192.15%,1261.63%,-0.72%,-0.63%,,,
,,,,,,,,,
9/30/1996,1301.54,1.1153,1201.54%,1270.22%,9.02%,9.12%,,,
8/30/1996,1193.85,3.37214,1093.85%,1155.76%,-1.65%,-1.36%,,,
7/31/1996,1213.87,2.21223,1113.87%,1173.14%,-13.77%,-13.61%,,,
,,,,,,,,,
6/28/1996,1407.65,0.31037,1307.65%,1373.75%,1.80%,1.82%,,,
5/31/1996,1382.74,10.85506,1282.74%,1347.36%,2.09%,2.89%,,,
4/30/1996,1354.37,--,1254.37%,1306.67%,10.03%,10.03%,,,
,,,,,,,,,
3/29/1996,1230.93,--,1130.93%,1178.46%,3.57%,3.57%,,,
2/29/1996,1188.45,7.52994,1088.45%,1134.34%,-14.28%,-13.79%,,,
1/31/1996,1386.42,0.14377,1286.42%,1331.83%,11.92%,11.93%,,,
,,,,,,,,,
12/29/1995,1238.75,9.66923,1138.75%,1179.18%,8.51%,9.42%,,,
11/30/1995,1141.55,3.88143,1041.55%,1069.06%,14.52%,14.92%,,,
10/31/1995,996.82,1.94505,896.82%,917.27%,-5.70%,-5.53%,,,
,,,,,,,,,
9/29/1995,1057.13,--,957.13%,976.81%,-2.76%,-2.76%,,,
8/31/1995,1087.12,3.97377,987.12%,1007.37%,-2.62%,-2.26%,,,
7/31/1995,1116.35,1.33838,1016.35%,1033.02%,5.00%,5.12%,,,
,,,,,,,,,
6/30/1995,1063.21,0.05744,963.21%,977.81%,-5.64%,-5.64%,,,
5/31/1995,1126.76,4.02099,1026.76%,1042.17%,6.16%,6.54%,,,
4/28/1995,1061.37,6.39934,961.37%,972.08%,3.01%,3.62%,,,
,,,,,,,,,
3/31/1995,1030.31,--,930.31%,934.66%,18.51%,18.51%,,,
2/28/1995,869.36,3.89052,769.36%,773.03%,-20.31%,-19.97%,,,
1/31/1995,1090.91,--,990.91%,990.91%,-4.31%,-4.31%,,,
,,,,,,,,,
12/30/1994,1140.05,--,1040.05%,1040.05%,-12.32%,-12.32%,,,
11/30/1994,1300.18,--,1200.18%,1200.18%,-6.80%,-6.80%,,,
10/31/1994,1395.1,--,1295.10%,1295.10%,-6.47%,-6.47%,,,
,,,,,,,,,
9/30/1994,1491.55,--,1391.55%,1391.55%,-2.05%,-2.05%,,,
8/31/1994,1522.76,--,1422.76%,1422.76%,7.15%,7.15%,,,
7/29/1994,1421.17,--,1321.17%,1321.17%,7.92%,7.92%,,,
,,,,,,,,,
6/30/1994,1316.83,--,1216.83%,1216.83%,-14.64%,-14.64%,,,
5/31/1994,1542.66,--,1442.66%,1442.66%,10.33%,10.33%,,,
4/29/1994,1398.28,--,1298.28%,1298.28%,0.35%,0.35%,,,
,,,,,,,,,
3/31/1994,1393.46,--,1293.46%,1293.46%,-12.24%,-12.24%,,,
2/28/1994,1587.77,--,1487.77%,1487.77%,-6.42%,-6.42%,,,
1/31/1994,1696.69,--,1596.69%,1596.69%,11.59%,11.59%,,,
,,,,,,,,,
12/31/1993,1520.45,--,1420.45%,1420.45%,18.28%,18.28%,,,
11/30/1993,1285.52,--,1185.52%,1185.52%,-4.68%,-4.68%,,,
10/29/1993,1348.65,--,1248.65%,1248.65%,9.96%,9.96%,,,
,,,,,,,,,
9/30/1993,1226.53,--,1126.53%,1126.53%,6.74%,6.74%,,,
8/31/1993,1149.05,--,1049.05%,1049.05%,12.80%,12.80%,,,
7/30/1993,1018.65,--,918.65%,918.65%,-0.76%,-0.76%,,,
,,,,,,,,,
6/30/1993,1026.45,--,926.45%,926.45%,8.46%,8.46%,,,
5/31/1993,946.35,--,846.35%,846.35%,-2.94%,-2.94%,,,
4/30/1993,975.04,--,875.04%,875.04%,-3.23%,-3.23%,,,
,,,,,,,,,
3/31/1993,1007.55,--,907.55%,907.55%,8.53%,8.53%,,,
2/26/1993,928.4,--,828.40%,828.40%,-5.94%,-5.94%,,,
1/29/1993,987.06,--,887.06%,887.06%,1.22%,1.22%,,,
,,,,,,,,,
12/31/1992,975.14,--,875.14%,875.14%,23.93%,23.93%,,,
11/30/1992,786.87,--,686.87%,686.87%,-8.29%,-8.29%,,,
10/30/1992,858,--,758.00%,758.00%,-7.82%,-7.82%,,,
,,,,,,,,,
9/30/1992,930.74,--,830.74%,830.74%,-8.85%,-8.85%,,,
8/31/1992,1021.08,--,921.08%,921.08%,-18.30%,-18.30%,,,
7/31/1992,1249.84,--,1149.84%,1149.84%,-15.25%,-15.25%,,,
,,,,,,,,,
6/30/1992,1474.75,--,1374.75%,1374.75%,-24.84%,-24.84%,,,
5/29/1992,1962.09,--,1862.09%,1862.09%,8.50%,8.50%,,,
4/30/1992,1808.3,--,1708.30%,1708.30%,12.08%,12.08%,,,
,,,,,,,,,
3/31/1992,1613.41,--,1513.41%,1513.41%,10.73%,10.73%,,,
2/28/1992,1457.05,--,1357.05%,1357.05%,-9.72%,-9.72%,,,
1/31/1992,1613.87,--,1513.87%,1513.87%,1.10%,1.10%,,,
,,,,,,,,,
12/31/1991,1596.37,--,1496.37%,1496.37%,23.59%,23.59%,,,
11/29/1991,1291.64,--,1191.64%,1191.64%,-18.28%,-18.28%,,,
10/31/1991,1580.48,--,1480.48%,1480.48%,24.32%,24.32%,,,
,,,,,,,,,
9/30/1991,1271.3,--,1171.30%,1171.30%,14.67%,14.67%,,,
8/30/1991,1108.68,--,1008.68%,1008.68%,94.81%,94.81%,,,
7/31/1991,569.11,--,469.11%,469.11%,4.62%,4.62%,,,
,,,,,,,,,
6/28/1991,543.95,--,443.95%,443.95%,-8.26%,-8.26%,,,
5/31/1991,592.93,--,492.94%,492.94%,2.07%,2.07%,,,
4/30/1991,580.93,--,480.93%,480.93%,2.43%,2.43%,,,
,,,,,,,,,
3/29/1991,567.14,--,467.14%,467.14%,52.01%,52.01%,,,
2/28/1991,373.09,--,273.09%,273.09%,12.24%,12.24%,,,
1/31/1991,332.41,--,232.41%,232.41%,4.44%,4.44%,,,
,,,,,,,,,
12/31/1990,318.26,--,218.26%,218.26%,-4.97%,-4.97%,,,
11/30/1990,334.91,--,234.91%,234.91%,4.55%,4.55%,,,
10/31/1990,320.32,--,220.32%,220.32%,-11.08%,-11.08%,,,
,,,,,,,,,
9/28/1990,360.25,--,260.25%,260.25%,9.03%,9.03%,,,
8/31/1990,330.43,--,230.43%,230.43%,-12.71%,-12.71%,,,
7/31/1990,378.55,--,278.55%,278.55%,16.03%,16.03%,,,
,,,,,,,,,
6/29/1990,326.25,--,226.25%,226.25%,-0.89%,-0.89%,,,
5/31/1990,329.17,--,229.17%,229.17%,-1.23%,-1.23%,,,
4/30/1990,333.28,--,233.28%,233.28%,12.99%,12.99%,,,
,,,,,,,,,
3/30/1990,294.96,--,194.96%,194.96%,16.40%,16.40%,,,
2/28/1990,253.41,--,153.41%,153.41%,20.29%,20.29%,,,
1/31/1990,210.67,--,110.67%,110.67%,-38.47%,-38.47%,,,
,,,,,,,,,
12/29/1989,342.37,--,242.37%,242.37%,7.20%,7.20%,,,
11/30/1989,319.37,--,219.37%,219.37%,-33.92%,-33.92%,,,
10/31/1989,483.29,--,383.29%,383.29%,-18.29%,-18.29%,,,
,,,,,,,,,
9/29/1989,591.48,--,491.48%,491.48%,95.36%,95.36%,,,
8/31/1989,302.77,--,202.77%,202.77%,53.87%,53.87%,,,
7/31/1989,196.77,--,96.77%,96.77%,-27.91%,-27.91%,,,
,,,,,,,,,
6/30/1989,272.93,--,172.93%,172.93%,17.87%,17.87%,,,
5/31/1989,231.56,--,131.56%,131.56%,60.66%,60.66%,,,
4/28/1989,144.13,--,44.13%,44.13%,-4.16%,-4.16%,,,
,,,,,,,,,
3/31/1989,150.39,--,50.39%,50.39%,0.43%,0.43%,,,
2/28/1989,149.75,--,49.75%,49.75%,-13.59%,-13.59%,,,
1/31/1989,173.3,--,73.30%,73.30%,-10.40%,-10.40%,,,
,,,,,,,,,
12/30/1988,193.42,--,93.42%,93.42%,0.22%,0.22%,,,
11/30/1988,192.99,--,92.99%,92.99%,-11.74%,-11.74%,,,
10/31/1988,218.66,--,118.66%,118.66%,-23.60%,-23.60%,,,
,,,,,,,,,
9/30/1988,286.22,--,186.22%,186.22%,37.74%,37.74%,,,
8/31/1988,207.8,--,107.80%,107.80%,10.42%,10.42%,,,
7/29/1988,188.19,--,88.19%,88.19%,32.51%,32.51%,,,
,,,,,,,,,
6/30/1988,142.02,--,42.02%,42.02%,-1.16%,-1.16%,,,
5/31/1988,143.69,--,43.69%,43.69%,37.55%,37.55%,,,
4/29/1988,104.46,--,4.46%,4.46%,9.61%,9.61%,,,
,,,,,,,,,
3/31/1988,95.3,--,-4.70%,-4.70%,6.52%,6.52%,,,
2/29/1988,89.47,--,-10.53%,-10.53%,-8.87%,-8.87%,,,
1/29/1988,98.18,--,-1.82%,-1.82%,-1.82%,-1.82%,,,
,,,,,,,,,
12/31/1987,100,--,0.00%,0.00%,--,--,,,
