,,,,,,,,,,,
,,,,,,,,,,,
MXRU Index Settings Total Return Analysis,,,,,,,,,,,
Range12/30/1994 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 336 Month Holding Period Chart,,,,,,,,,,,
MSCI Russia Index Max Cuml Total Return 2151.0020% On 05/30/2008,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,
10/30/1998,59.17,--,-40.83%,-30.87%,54.67%,54.67%,,,,,
,,,,,,,,,,,
9/30/1998,38.25,--,-61.75%,-55.30%,-38.31%,-38.31%,,,,,
8/31/1998,62,--,-38.00%,-27.55%,-60.57%,-60.57%,,,,,
7/31/1998,157.26,--,57.26%,83.75%,1.99%,1.99%,,,,,
,,,,,,,,,,,
6/30/1998,154.19,--,54.19%,80.16%,-21.48%,-21.48%,,,,,
5/29/1998,196.37,0.01437,96.37%,129.45%,-39.36%,-39.35%,,,,,
4/30/1998,323.81,0.56974,223.81%,278.34%,-2.40%,-2.22%,,,,,
,,,,,,,,,,,
3/31/1998,331.76,0.4924,231.76%,286.93%,5.63%,5.79%,,,,,
2/27/1998,314.07,--,214.07%,265.76%,17.38%,17.38%,,,,,
1/30/1998,267.57,--,167.57%,211.61%,-30.03%,-30.03%,,,,,
,,,,,,,,,,,
12/31/1997,382.43,--,282.43%,345.37%,21.85%,21.85%,,,,,
11/28/1997,313.86,--,213.86%,265.51%,-21.30%,-21.30%,,,,,
10/31/1997,398.79,--,298.79%,364.42%,-14.34%,-14.34%,,,,,
,,,,,,,,,,,
9/30/1997,465.57,--,365.57%,442.19%,7.56%,7.56%,,,,,
8/29/1997,432.84,--,332.84%,404.08%,-5.37%,-5.37%,,,,,
7/31/1997,457.41,--,357.41%,432.69%,16.47%,16.47%,,,,,
,,,,,,,,,,,
6/30/1997,392.73,0.05895,292.73%,357.37%,18.91%,18.93%,,,,,
5/30/1997,330.27,0.02216,230.27%,284.56%,12.39%,12.39%,,,,,
4/30/1997,293.87,41.85022,193.87%,242.15%,8.11%,25.83%,,,,,
,,,,,,,,,,,
3/31/1997,271.84,--,171.84%,171.92%,-7.81%,-7.81%,,,,,
2/28/1997,294.86,--,194.86%,194.95%,18.13%,18.13%,,,,,
1/31/1997,249.61,--,149.61%,149.68%,38.08%,38.08%,,,,,
,,,,,,,,,,,
12/31/1996,180.76,--,80.76%,80.82%,5.27%,5.27%,,,,,
11/29/1996,171.72,--,71.72%,71.77%,2.78%,2.78%,,,,,
10/31/1996,167.08,--,67.08%,67.13%,9.26%,9.26%,,,,,
,,,,,,,,,,,
9/30/1996,152.92,--,52.92%,52.97%,-10.81%,-10.81%,,,,,
8/30/1996,171.46,--,71.46%,71.51%,23.41%,23.41%,,,,,
7/31/1996,138.93,--,38.93%,38.97%,-25.75%,-25.75%,,,,,
,,,,,,,,,,,
6/28/1996,187.1,--,87.10%,87.16%,42.23%,42.23%,,,,,
5/31/1996,131.55,--,31.55%,31.59%,36.79%,36.79%,,,,,
4/30/1996,96.17,0.02178,-3.83%,-3.80%,39.51%,39.54%,,,,,
,,,,,,,,,,,
3/29/1996,68.94,0.00152,-31.06%,-31.06%,4.57%,4.57%,,,,,
2/29/1996,65.93,0.00145,-34.08%,-34.07%,-10.29%,-10.28%,,,,,
1/31/1996,73.48,--,-26.52%,-26.52%,2.06%,2.06%,,,,,
,,,,,,,,,,,
12/29/1995,72,--,-28.00%,-28.00%,11.52%,11.52%,,,,,
11/30/1995,64.56,--,-35.44%,-35.44%,-4.12%,-4.12%,,,,,
10/31/1995,67.34,--,-32.66%,-32.66%,-15.60%,-15.60%,,,,,
,,,,,,,,,,,
9/29/1995,79.78,--,-20.22%,-20.22%,-4.92%,-4.92%,,,,,
8/31/1995,83.91,--,-16.09%,-16.09%,-13.34%,-13.34%,,,,,
7/31/1995,96.83,--,-3.17%,-3.17%,-0.03%,-0.03%,,,,,
,,,,,,,,,,,
6/30/1995,96.86,--,-3.14%,-3.14%,43.19%,43.19%,,,,,
5/31/1995,67.65,--,-32.35%,-32.35%,31.81%,31.81%,,,,,
4/28/1995,51.32,--,-48.68%,-48.68%,-24.32%,-24.32%,,,,,
,,,,,,,,,,,
3/31/1995,67.82,--,-32.18%,-32.18%,8.63%,8.63%,,,,,
2/28/1995,62.43,--,-37.57%,-37.57%,-19.98%,-19.98%,,,,,
1/31/1995,78.01,--,-21.99%,-21.99%,-21.99%,-21.99%,,,,,
,,,,,,,,,,,
12/30/1994,100,--,0.00%,0.00%,--,--,,,,,
