,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,
4/28/2000,820.39,0.28598,670.73%,757.52%,-3.57%,-3.53%,,,,,
,,,,,,,,,,,
3/31/2000,850.74,1.32792,699.24%,788.92%,8.77%,8.94%,,,,,
2/29/2000,782.14,0.71654,634.79%,715.94%,5.93%,6.03%,,,,,
1/31/2000,738.34,0.35917,593.64%,669.56%,-0.18%,-0.13%,,,,,
,,,,,,,,,,,
12/31/1999,739.67,1.24921,594.89%,670.58%,14.87%,15.08%,,,,,
11/30/1999,643.9,0.94738,504.91%,569.61%,3.88%,4.03%,,,,,
10/29/1999,619.87,0.47195,482.34%,543.69%,6.46%,6.55%,,,,,
,,,,,,,,,,,
9/30/1999,582.26,1.04538,447.01%,504.15%,3.08%,3.26%,,,,,
8/31/1999,564.88,0.89878,430.69%,485.06%,-1.64%,-1.48%,,,,,
7/30/1999,574.28,0.44419,439.51%,493.86%,-0.07%,0.00%,,,,,
,,,,,,,,,,,
6/30/1999,574.71,1.21771,439.92%,493.85%,4.43%,4.65%,,,,,
5/31/1999,550.35,0.88888,417.03%,467.46%,-2.60%,-2.45%,,,,,
4/30/1999,565.06,0.39672,430.85%,481.68%,9.47%,9.55%,,,,,
,,,,,,,,,,,
3/31/1999,516.16,1.1288,384.91%,430.97%,4.26%,4.49%,,,,,
2/26/1999,495.09,0.77212,365.12%,408.16%,-5.80%,-5.65%,,,,,
1/29/1999,525.57,0.31583,393.75%,438.61%,8.26%,8.33%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/31/1998,485.47,1.13599,356.08%,397.21%,1.08%,1.32%,,,,,
11/30/1998,480.29,0.92014,351.21%,390.73%,2.96%,3.16%,,,,,
10/30/1998,466.48,0.41836,338.24%,375.72%,10.42%,10.53%,,,,,
,,,,,,,,,,,
9/30/1998,422.46,1.0068,296.88%,330.40%,2.72%,2.95%,,,,,
8/31/1998,411.26,0.89215,286.36%,318.06%,-21.89%,-21.74%,,,,,
7/31/1998,526.5,0.4106,394.63%,434.18%,-7.61%,-7.54%,,,,,
,,,,,,,,,,,
6/30/1998,569.86,1.13846,435.36%,477.74%,-3.96%,-3.77%,,,,,
5/29/1998,593.33,0.89076,457.41%,500.35%,-1.42%,-1.27%,,,,,
4/30/1998,601.86,0.46878,465.42%,508.07%,0.05%,0.12%,,,,,
,,,,,,,,,,,
3/31/1998,601.59,1.01749,465.17%,507.32%,7.87%,8.06%,,,,,
2/27/1998,557.7,0.90145,423.94%,462.04%,8.06%,8.23%,,,,,
1/30/1998,516.13,0.49767,384.88%,419.28%,-1.72%,-1.63%,,,,,
,,,,,,,,,,,
12/31/1997,525.18,1.00933,393.38%,427.88%,2.52%,2.72%,,,,,
11/28/1997,512.26,1.07084,381.25%,413.90%,-3.19%,-2.99%,,,,,
10/31/1997,529.13,0.47364,397.09%,429.73%,-4.93%,-4.85%,,,,,
,,,,,,,,,,,
9/30/1997,556.59,1.08349,422.90%,456.75%,5.78%,5.99%,,,,,
8/29/1997,526.17,0.86749,394.31%,425.26%,-5.67%,-5.52%,,,,,
7/31/1997,557.8,0.30176,424.03%,455.94%,6.80%,6.86%,,,,,
,,,,,,,,,,,
6/30/1997,522.27,1.22042,390.65%,420.24%,1.62%,1.86%,,,,,
5/30/1997,513.96,1.10628,382.84%,410.77%,8.03%,8.27%,,,,,
4/30/1997,475.74,0.28914,346.94%,371.76%,2.58%,2.64%,,,,,
,,,,,,,,,,,
3/31/1997,463.79,1.09958,335.72%,359.63%,-5.28%,-5.07%,,,,,
2/28/1997,489.65,0.9783,360.01%,384.17%,-1.07%,-0.87%,,,,,
1/31/1997,494.94,0.45071,364.98%,388.43%,4.81%,4.90%,,,,,
,,,,,,,,,,,
12/31/1996,472.24,1.04873,343.65%,365.60%,-3.42%,-3.20%,,,,,
11/29/1996,488.96,1.07857,359.36%,381.01%,6.92%,7.16%,,,,,
10/31/1996,457.32,0.34096,329.63%,348.88%,7.73%,7.81%,,,,,
,,,,,,,,,,,
9/30/1996,424.51,1.19315,298.81%,316.36%,3.84%,4.14%,,,,,
8/30/1996,408.82,0.84314,284.07%,299.81%,4.40%,4.61%,,,,,
7/31/1996,391.6,0.32345,267.89%,282.19%,-3.35%,-3.27%,,,,,
,,,,,,,,,,,
6/28/1996,405.18,1.29457,280.65%,295.11%,-2.87%,-2.56%,,,,,
5/31/1996,417.13,0.99643,291.88%,305.48%,1.58%,1.82%,,,,,
4/30/1996,410.66,0.27924,285.80%,298.23%,3.94%,4.01%,,,,,
,,,,,,,,,,,
3/29/1996,395.1,1.1189,271.18%,282.88%,1.77%,2.06%,,,,,
2/29/1996,388.22,0.90893,264.71%,275.14%,-1.08%,-0.85%,,,,,
1/31/1996,392.47,0.29381,268.71%,278.38%,5.11%,5.19%,,,,,
,,,,,,,,,,,
12/29/1995,373.39,1.15549,250.79%,259.71%,0.83%,1.14%,,,,,
11/30/1995,370.33,0.97558,247.91%,255.65%,3.29%,3.57%,,,,,
10/31/1995,358.52,0.30544,236.82%,243.40%,-1.25%,-1.16%,,,,,
,,,,,,,,,,,
9/29/1995,363.04,1.08292,241.06%,247.42%,-0.22%,0.08%,,,,,
8/31/1995,363.83,0.90163,241.81%,247.15%,-0.39%,-0.15%,,,,,
7/31/1995,365.27,0.26024,243.15%,247.66%,1.78%,1.85%,,,,,
,,,,,,,,,,,
6/30/1995,358.88,1.10382,237.16%,241.34%,1.75%,2.07%,,,,,
5/31/1995,352.71,0.8915,231.35%,234.42%,3.56%,3.83%,,,,,
4/28/1995,340.57,0.27236,219.95%,222.09%,1.65%,1.74%,,,,,
,,,,,,,,,,,
3/31/1995,335.03,1.20492,214.75%,216.59%,4.50%,4.89%,,,,,
2/28/1995,320.61,0.66647,201.20%,201.84%,4.80%,5.02%,,,,,
1/31/1995,305.92,--,187.40%,187.40%,-4.99%,-4.99%,,,,,
,,,,,,,,,,,
12/30/1994,321.99,--,202.49%,202.49%,1.58%,1.58%,,,,,
11/30/1994,316.97,--,197.78%,197.78%,-5.70%,-5.70%,,,,,
10/31/1994,336.14,--,215.79%,215.79%,-1.25%,-1.25%,,,,,
,,,,,,,,,,,
9/30/1994,340.4,--,219.80%,219.80%,1.55%,1.55%,,,,,
8/31/1994,335.21,--,214.91%,214.91%,6.18%,6.18%,,,,,
7/29/1994,315.69,--,196.58%,196.58%,4.23%,4.23%,,,,,
,,,,,,,,,,,
6/30/1994,302.86,--,184.53%,184.53%,-6.99%,-6.99%,,,,,
5/31/1994,325.61,--,205.90%,205.90%,1.33%,1.33%,,,,,
4/29/1994,321.33,--,201.87%,201.87%,-1.27%,-1.27%,,,,,
,,,,,,,,,,,
3/31/1994,325.45,--,205.74%,205.74%,-4.72%,-4.72%,,,,,
2/28/1994,341.58,--,220.90%,220.90%,-4.63%,-4.63%,,,,,
1/31/1994,358.15,--,236.47%,236.47%,5.99%,5.99%,,,,,
,,,,,,,,,,,
12/31/1993,337.9,--,217.45%,217.45%,4.18%,4.18%,,,,,
11/30/1993,324.35,--,204.71%,204.71%,-2.39%,-2.39%,,,,,
10/29/1993,332.3,--,212.18%,212.18%,9.39%,9.39%,,,,,
,,,,,,,,,,,
9/30/1993,303.76,--,185.37%,185.37%,-5.29%,-5.29%,,,,,
8/31/1993,320.72,--,201.31%,201.31%,0.74%,0.74%,,,,,
7/30/1993,318.36,--,199.09%,199.09%,-1.01%,-1.01%,,,,,
,,,,,,,,,,,
6/30/1993,321.62,--,202.15%,202.15%,-1.07%,-1.07%,,,,,
5/31/1993,325.11,--,205.43%,205.43%,1.21%,1.21%,,,,,
4/30/1993,321.22,--,201.77%,201.77%,3.70%,3.70%,,,,,
,,,,,,,,,,,
3/31/1993,309.75,--,190.99%,190.99%,2.10%,2.10%,,,,,
2/26/1993,303.37,--,185.00%,185.00%,5.23%,5.23%,,,,,
1/29/1993,288.29,--,170.83%,170.83%,-1.85%,-1.85%,,,,,
,,,,,,,,,,,
12/31/1992,293.72,--,175.94%,175.94%,2.52%,2.52%,,,,,
11/30/1992,286.49,--,169.15%,169.15%,-5.01%,-5.01%,,,,,
10/30/1992,301.61,--,183.35%,183.35%,2.05%,2.05%,,,,,
,,,,,,,,,,,
9/30/1992,295.55,--,177.66%,177.66%,-7.23%,-7.23%,,,,,
8/31/1992,318.57,--,199.28%,199.28%,-2.36%,-2.36%,,,,,
7/31/1992,326.28,--,206.53%,206.53%,2.12%,2.12%,,,,,
,,,,,,,,,,,
6/30/1992,319.5,--,200.16%,200.16%,0.11%,0.11%,,,,,
5/29/1992,319.13,--,199.81%,199.81%,0.22%,0.22%,,,,,
4/30/1992,318.43,--,199.15%,199.15%,-1.49%,-1.49%,,,,,
,,,,,,,,,,,
3/31/1992,323.25,--,203.68%,203.68%,-5.71%,-5.71%,,,,,
2/28/1992,342.81,--,222.05%,222.05%,-0.90%,-0.90%,,,,,
1/31/1992,345.93,--,224.99%,224.99%,1.01%,1.01%,,,,,
,,,,,,,,,,,
12/31/1991,342.47,--,221.73%,221.73%,0.18%,0.18%,,,,,
11/29/1991,341.86,--,221.17%,221.17%,-2.90%,-2.90%,,,,,
10/31/1991,352.09,--,230.77%,230.77%,4.38%,4.38%,,,,,
,,,,,,,,,,,
9/30/1991,337.3,--,216.88%,216.88%,-2.77%,-2.77%,,,,,
8/30/1991,346.89,--,225.89%,225.89%,0.80%,0.80%,,,,,
7/31/1991,344.15,--,223.32%,223.32%,1.53%,1.53%,,,,,
,,,,,,,,,,,
6/28/1991,338.95,--,218.43%,218.43%,-2.69%,-2.69%,,,,,
5/31/1991,348.33,--,227.24%,227.24%,3.45%,3.45%,,,,,
4/30/1991,336.72,--,216.33%,216.33%,0.80%,0.80%,,,,,
,,,,,,,,,,,
3/29/1991,334.03,--,213.81%,213.81%,-0.50%,-0.50%,,,,,
2/28/1991,335.7,--,215.37%,215.37%,6.35%,6.35%,,,,,
1/31/1991,315.65,--,196.54%,196.54%,-0.15%,-0.15%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/31/1990,316.13,--,197.00%,197.00%,4.06%,4.06%,,,,,
11/30/1990,303.79,--,185.40%,185.40%,2.42%,2.42%,,,,,
10/31/1990,296.61,--,178.66%,178.66%,-3.21%,-3.21%,,,,,
,,,,,,,,,,,
9/28/1990,306.46,--,187.90%,187.90%,-5.02%,-5.02%,,,,,
8/31/1990,322.66,--,203.12%,203.12%,-5.20%,-5.20%,,,,,
7/31/1990,340.35,--,219.74%,219.74%,1.92%,1.92%,,,,,
,,,,,,,,,,,
6/29/1990,333.94,--,213.72%,213.72%,-0.56%,-0.56%,,,,,
5/31/1990,335.82,--,215.49%,215.49%,7.00%,7.00%,,,,,
4/30/1990,313.85,--,194.85%,194.85%,-7.84%,-7.84%,,,,,
,,,,,,,,,,,
3/30/1990,340.55,--,219.94%,219.94%,0.82%,0.82%,,,,,
2/28/1990,337.79,--,217.34%,217.34%,-0.56%,-0.56%,,,,,
1/31/1990,339.7,--,219.13%,219.13%,-9.05%,-9.05%,,,,,
,,,,,,,,,,,
12/29/1989,373.51,--,250.90%,250.90%,1.76%,1.76%,,,,,
11/30/1989,367.06,--,244.84%,244.84%,0.87%,0.87%,,,,,
10/31/1989,363.89,--,241.86%,241.86%,-0.18%,-0.18%,,,,,
,,,,,,,,,,,
9/29/1989,364.53,--,242.46%,242.46%,-1.92%,-1.92%,,,,,
8/31/1989,371.67,--,249.17%,249.17%,1.40%,1.40%,,,,,
7/31/1989,366.54,--,244.35%,244.35%,7.62%,7.62%,,,,,
,,,,,,,,,,,
6/30/1989,340.58,--,219.96%,219.96%,1.99%,1.99%,,,,,
5/31/1989,333.93,--,213.71%,213.71%,0.85%,0.85%,,,,,
4/28/1989,331.1,--,211.06%,211.06%,2.16%,2.16%,,,,,
,,,,,,,,,,,
3/31/1989,324.1,--,204.47%,204.47%,0.79%,0.79%,,,,,
2/28/1989,321.55,--,202.09%,202.09%,-3.32%,-3.32%,,,,,
1/31/1989,332.61,--,212.48%,212.48%,8.05%,8.05%,,,,,
,,,,,,,,,,,
12/30/1988,307.84,--,189.20%,189.20%,3.25%,3.25%,,,,,
11/30/1988,298.15,--,180.10%,180.10%,-1.15%,-1.15%,,,,,
10/31/1988,301.63,--,183.37%,183.37%,3.10%,3.10%,,,,,
,,,,,,,,,,,
9/30/1988,292.57,--,174.85%,174.85%,1.81%,1.81%,,,,,
8/31/1988,287.36,--,169.96%,169.96%,-5.41%,-5.41%,,,,,
7/29/1988,303.81,--,185.42%,185.42%,-1.77%,-1.77%,,,,,
,,,,,,,,,,,
6/30/1988,309.3,--,190.57%,190.57%,7.65%,7.65%,,,,,
5/31/1988,287.33,--,169.93%,169.93%,-3.67%,-3.67%,,,,,
4/29/1988,298.27,--,180.21%,180.21%,1.20%,1.20%,,,,,
,,,,,,,,,,,
3/31/1988,294.75,--,176.90%,176.90%,4.40%,4.40%,,,,,
2/29/1988,282.32,--,165.23%,165.23%,6.42%,6.42%,,,,,
1/29/1988,265.29,--,149.23%,149.23%,-1.66%,-1.66%,,,,,
,,,,,,,,,,,
12/31/1987,269.77,--,153.44%,153.44%,7.43%,7.43%,,,,,
11/30/1987,251.11,--,135.91%,135.91%,-2.80%,-2.80%,,,,,
10/30/1987,258.34,--,142.70%,142.70%,-22.18%,-22.18%,,,,,
,,,,,,,,,,,
9/30/1987,331.99,--,211.89%,211.89%,-1.54%,-1.54%,,,,,
8/31/1987,337.18,--,216.77%,216.77%,-0.26%,-0.26%,,,,,
7/31/1987,338.07,--,217.60%,217.60%,8.29%,8.29%,,,,,
,,,,,,,,,,,
6/30/1987,312.2,--,193.30%,193.30%,2.86%,2.86%,,,,,
5/29/1987,303.52,--,185.14%,185.14%,-0.53%,-0.53%,,,,,
4/30/1987,305.15,--,186.67%,186.67%,-3.15%,-3.15%,,,,,
,,,,,,,,,,,
3/31/1987,315.08,--,196.01%,196.01%,9.67%,9.67%,,,,,
2/27/1987,287.31,--,169.92%,169.92%,4.35%,4.35%,,,,,
1/30/1987,275.33,--,158.66%,158.66%,14.10%,14.10%,,,,,
,,,,,,,,,,,
12/31/1986,241.3,--,126.69%,126.69%,1.50%,1.50%,,,,,
11/28/1986,237.73,--,123.34%,123.34%,0.80%,0.80%,,,,,
10/31/1986,235.85,--,121.57%,121.57%,2.00%,2.00%,,,,,
,,,,,,,,,,,
9/30/1986,231.23,--,117.23%,117.23%,-1.30%,-1.30%,,,,,
8/29/1986,234.28,--,120.09%,120.09%,4.09%,4.09%,,,,,
7/31/1986,225.08,--,111.45%,111.45%,-4.80%,-4.80%,,,,,
,,,,,,,,,,,
6/30/1986,236.43,--,122.12%,122.12%,-1.95%,-1.95%,,,,,
5/30/1986,241.14,--,126.54%,126.54%,0.61%,0.61%,,,,,
4/30/1986,239.68,--,125.17%,125.17%,1.96%,1.96%,,,,,
,,,,,,,,,,,
3/31/1986,235.07,--,120.84%,120.84%,7.31%,7.31%,,,,,
2/28/1986,219.06,--,105.80%,105.80%,1.33%,1.33%,,,,,
1/31/1986,216.2,--,103.11%,103.11%,-3.73%,-3.73%,,,,,
,,,,,,,,,,,
12/31/1985,224.57,--,110.97%,110.97%,0.46%,0.46%,,,,,
11/29/1985,223.54,--,110.01%,110.01%,5.92%,5.92%,,,,,
10/31/1985,211.06,--,98.28%,98.28%,1.56%,1.56%,,,,,
,,,,,,,,,,,
9/30/1985,207.8,--,95.22%,95.22%,-6.40%,-6.40%,,,,,
8/30/1985,222.02,--,108.57%,108.57%,0.05%,0.05%,,,,,
7/31/1985,221.9,--,108.46%,108.46%,2.74%,2.74%,,,,,
,,,,,,,,,,,
6/28/1985,215.98,--,102.90%,102.90%,-0.84%,-0.84%,,,,,
5/31/1985,217.81,--,104.62%,104.62%,3.08%,3.08%,,,,,
4/30/1985,211.3,--,98.51%,98.51%,0.19%,0.19%,,,,,
,,,,,,,,,,,
3/29/1985,210.9,--,98.14%,98.14%,2.38%,2.38%,,,,,
2/28/1985,206.01,--,93.54%,93.54%,-4.45%,-4.45%,,,,,
1/31/1985,215.61,--,102.56%,102.56%,7.95%,7.95%,,,,,
,,,,,,,,,,,
12/31/1984,199.73,--,87.64%,87.64%,1.32%,1.32%,,,,,
11/30/1984,197.12,--,85.18%,85.18%,-0.59%,-0.59%,,,,,
10/31/1984,198.29,--,86.29%,86.29%,-1.73%,-1.73%,,,,,
,,,,,,,,,,,
9/28/1984,201.77,--,89.56%,89.56%,-1.23%,-1.23%,,,,,
8/31/1984,204.29,--,91.92%,91.92%,14.25%,14.25%,,,,,
7/31/1984,178.81,--,67.99%,67.99%,-3.09%,-3.09%,,,,,
,,,,,,,,,,,
6/29/1984,184.51,--,73.34%,73.34%,-2.29%,-2.29%,,,,,
5/31/1984,188.84,--,77.41%,77.41%,-4.42%,-4.42%,,,,,
4/30/1984,197.56,--,85.60%,85.60%,-3.10%,-3.10%,,,,,
,,,,,,,,,,,
3/30/1984,203.89,--,91.55%,91.55%,-3.14%,-3.14%,,,,,
2/29/1984,210.51,--,97.76%,97.76%,-1.27%,-1.27%,,,,,
1/31/1984,213.21,--,100.31%,100.31%,-4.40%,-4.40%,,,,,
,,,,,,,,,,,
12/30/1983,223.02,--,109.52%,109.52%,-0.82%,-0.82%,,,,,
11/30/1983,224.86,--,111.24%,111.24%,8.38%,8.38%,,,,,
10/31/1983,207.46,--,94.90%,94.90%,-5.96%,-5.96%,,,,,
,,,,,,,,,,,
9/30/1983,220.61,--,107.26%,107.26%,1.07%,1.07%,,,,,
8/31/1983,218.28,--,105.07%,105.07%,0.39%,0.39%,,,,,
7/29/1983,217.44,--,104.28%,104.28%,0.31%,0.31%,,,,,
,,,,,,,,,,,
6/30/1983,216.77,--,103.65%,103.65%,1.68%,1.68%,,,,,
5/31/1983,213.19,--,100.29%,100.29%,2.47%,2.47%,,,,,
4/29/1983,208.05,--,95.45%,95.45%,10.10%,10.10%,,,,,
,,,,,,,,,,,
3/31/1983,188.97,--,77.53%,77.53%,2.27%,2.27%,,,,,
2/28/1983,184.77,--,73.58%,73.58%,3.45%,3.45%,,,,,
1/31/1983,178.6,--,67.79%,67.79%,2.46%,2.46%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/31/1982,174.32,--,63.77%,63.77%,8.67%,8.67%,,,,,
11/30/1982,160.41,--,50.70%,50.70%,1.46%,1.46%,,,,,
10/29/1982,158.11,--,48.54%,48.54%,11.16%,11.16%,,,,,
,,,,,,,,,,,
9/30/1982,142.24,--,33.63%,33.63%,-1.83%,-1.83%,,,,,
8/31/1982,144.89,--,36.11%,36.11%,17.48%,17.48%,,,,,
7/30/1982,123.33,--,15.86%,15.86%,6.29%,6.29%,,,,,
,,,,,,,,,,,
6/30/1982,116.03,--,9.00%,9.00%,-13.80%,-13.80%,,,,,
5/31/1982,134.6,--,26.45%,26.45%,-2.42%,-2.42%,,,,,
4/30/1982,137.94,--,29.59%,29.59%,-1.35%,-1.35%,,,,,
,,,,,,,,,,,
3/31/1982,139.82,--,31.36%,31.36%,-6.19%,-6.19%,,,,,
2/26/1982,149.05,--,40.03%,40.03%,-8.07%,-8.07%,,,,,
1/29/1982,162.13,--,52.32%,52.32%,-9.31%,-9.31%,,,,,
,,,,,,,,,,,
12/31/1981,178.78,--,67.96%,67.96%,-5.00%,-5.00%,,,,,
11/30/1981,188.2,--,76.80%,76.80%,12.69%,12.69%,,,,,
10/30/1981,167.01,--,56.90%,56.90%,-2.47%,-2.47%,,,,,
,,,,,,,,,,,
9/30/1981,171.25,--,60.88%,60.88%,-15.03%,-15.03%,,,,,
8/31/1981,201.54,--,89.34%,89.34%,0.01%,0.01%,,,,,
7/31/1981,201.52,--,89.32%,89.32%,-7.07%,-7.07%,,,,,
,,,,,,,,,,,
6/30/1981,216.86,--,103.73%,103.73%,-0.13%,-0.13%,,,,,
5/29/1981,217.15,--,104.01%,104.01%,3.04%,3.04%,,,,,
4/30/1981,210.75,--,97.99%,97.99%,-2.16%,-2.16%,,,,,
,,,,,,,,,,,
3/31/1981,215.39,--,102.35%,102.35%,7.28%,7.28%,,,,,
2/27/1981,200.78,--,88.62%,88.62%,-2.70%,-2.70%,,,,,
1/30/1981,206.36,--,93.87%,93.87%,-0.41%,-0.41%,,,,,
,,,,,,,,,,,
12/31/1980,207.2,--,94.66%,94.66%,-6.39%,-6.39%,,,,,
11/28/1980,221.35,--,107.95%,107.95%,4.41%,4.41%,,,,,
10/31/1980,212,--,99.16%,99.16%,-4.20%,-4.20%,,,,,
,,,,,,,,,,,
9/30/1980,221.29,--,107.89%,107.89%,-0.66%,-0.66%,,,,,
8/29/1980,222.76,--,109.27%,109.27%,0.83%,0.83%,,,,,
7/31/1980,220.92,--,107.55%,107.55%,4.47%,4.47%,,,,,
,,,,,,,,,,,
6/30/1980,211.48,--,98.68%,98.68%,6.71%,6.71%,,,,,
5/30/1980,198.18,--,86.18%,86.18%,8.60%,8.60%,,,,,
4/30/1980,182.49,--,71.44%,71.44%,2.63%,2.63%,,,,,
,,,,,,,,,,,
3/31/1980,177.81,--,67.05%,67.05%,-22.11%,-22.11%,,,,,
2/29/1980,228.28,--,114.46%,114.46%,12.90%,12.90%,,,,,
1/31/1980,202.19,--,89.95%,89.95%,14.05%,14.05%,,,,,
,,,,,,,,,,,
12/31/1979,177.28,--,66.54%,66.54%,6.74%,6.74%,,,,,
11/30/1979,166.08,--,56.03%,56.03%,8.57%,8.57%,,,,,
10/31/1979,152.98,--,43.72%,43.72%,-10.66%,-10.66%,,,,,
,,,,,,,,,,,
9/28/1979,171.24,--,60.87%,60.87%,6.06%,6.06%,,,,,
8/31/1979,161.45,--,51.68%,51.68%,10.27%,10.27%,,,,,
7/31/1979,146.42,--,37.55%,37.55%,-5.16%,-5.16%,,,,,
,,,,,,,,,,,
6/29/1979,154.37,--,45.03%,45.03%,6.57%,6.57%,,,,,
5/31/1979,144.85,--,36.08%,36.08%,2.41%,2.41%,,,,,
4/30/1979,141.44,--,32.88%,32.88%,2.47%,2.47%,,,,,
,,,,,,,,,,,
3/30/1979,138.03,--,29.68%,29.68%,9.70%,9.70%,,,,,
2/28/1979,125.83,--,18.21%,18.21%,2.68%,2.68%,,,,,
1/31/1979,122.54,--,15.12%,15.12%,1.58%,1.58%,,,,,
,,,,,,,,,,,
12/29/1978,120.64,--,13.34%,13.34%,2.24%,2.24%,,,,,
11/30/1978,118,--,10.86%,10.86%,5.70%,5.70%,,,,,
10/31/1978,111.64,--,4.88%,4.88%,-4.28%,-4.28%,,,,,
,,,,,,,,,,,
9/29/1978,116.63,--,9.57%,9.57%,2.54%,2.54%,,,,,
8/31/1978,113.74,--,6.86%,6.86%,1.72%,1.72%,,,,,
7/31/1978,111.81,--,5.05%,5.05%,5.46%,5.46%,,,,,
,,,,,,,,,,,
6/30/1978,106.02,--,-0.40%,-0.40%,-0.88%,-0.88%,,,,,
5/31/1978,106.97,--,0.49%,0.49%,4.97%,4.97%,,,,,
4/28/1978,101.9,--,-4.27%,-4.27%,1.62%,1.62%,,,,,
,,,,,,,,,,,
3/31/1978,100.28,--,-5.79%,-5.79%,4.14%,4.14%,,,,,
2/28/1978,96.29,--,-9.54%,-9.54%,-0.50%,-0.50%,,,,,
1/31/1978,96.78,--,-9.08%,-9.08%,-7.63%,-7.63%,,,,,
,,,,,,,,,,,
12/30/1977,104.76,--,-1.58%,-1.58%,5.57%,5.57%,,,,,
11/30/1977,99.24,--,-6.77%,-6.77%,5.42%,5.42%,,,,,
10/31/1977,94.14,--,-11.56%,-11.56%,-7.13%,-7.13%,,,,,
,,,,,,,,,,,
9/30/1977,101.37,--,-4.77%,-4.77%,0.03%,0.03%,,,,,
8/31/1977,101.34,--,-4.79%,-4.79%,-4.24%,-4.24%,,,,,
7/29/1977,105.83,--,-0.58%,-0.58%,-1.03%,-1.03%,,,,,
,,,,,,,,,,,
6/30/1977,106.92,--,0.45%,0.45%,4.08%,4.08%,,,,,
5/31/1977,102.73,--,-3.49%,-3.49%,-2.14%,-2.14%,,,,,
4/29/1977,104.98,--,-1.38%,-1.38%,-2.46%,-2.46%,,,,,
,,,,,,,,,,,
3/31/1977,107.63,--,1.11%,1.11%,0.18%,0.18%,,,,,
2/28/1977,107.44,--,0.93%,0.93%,-1.15%,-1.15%,,,,,
1/31/1977,108.69,--,2.11%,2.11%,-3.13%,-3.13%,,,,,
,,,,,,,,,,,
12/31/1976,112.2,--,5.41%,5.41%,12.92%,12.92%,,,,,
11/30/1976,99.36,--,-6.65%,-6.65%,-12.16%,-12.16%,,,,,
10/29/1976,113.12,--,6.27%,6.27%,-3.94%,-3.94%,,,,,
,,,,,,,,,,,
9/30/1976,117.76,--,10.63%,10.63%,-1.62%,-1.62%,,,,,
8/31/1976,119.71,--,12.46%,12.46%,-0.99%,-0.99%,,,,,
7/30/1976,120.91,--,13.59%,13.59%,-1.69%,-1.69%,,,,,
,,,,,,,,,,,
6/30/1976,122.98,--,15.53%,15.53%,-0.98%,-0.98%,,,,,
5/31/1976,124.19,--,16.67%,16.67%,0.20%,0.20%,,,,,
4/30/1976,123.95,--,16.45%,16.45%,1.72%,1.72%,,,,,
,,,,,,,,,,,
3/31/1976,121.85,--,14.47%,14.47%,-1.61%,-1.61%,,,,,
2/27/1976,123.85,--,16.35%,16.35%,5.27%,5.27%,,,,,
1/30/1976,117.65,--,10.52%,10.52%,10.48%,10.48%,,,,,
,,,,,,,,,,,
12/31/1975,106.49,--,0.04%,0.04%,-3.73%,-3.73%,,,,,
11/28/1975,110.62,--,3.92%,3.92%,7.17%,7.17%,,,,,
10/31/1975,103.22,--,-3.03%,-3.03%,-4.18%,-4.18%,,,,,
,,,,,,,,,,,
9/30/1975,107.73,--,1.21%,1.21%,-5.30%,-5.30%,,,,,
8/29/1975,113.75,--,6.86%,6.86%,-1.04%,-1.04%,,,,,
7/31/1975,114.95,--,7.99%,7.99%,-1.06%,-1.06%,,,,,
,,,,,,,,,,,
6/30/1975,116.18,--,9.15%,9.15%,1.90%,1.90%,,,,,
5/30/1975,114.01,--,7.11%,7.11%,2.08%,2.08%,,,,,
4/30/1975,111.69,--,4.93%,4.93%,1.19%,1.19%,,,,,
