,,,,,,,,,
,,,,,,,,,
MXCN Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1992 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 360 Month Holding Period Chart,,,,,,,,,
MSCI China Index Max Cuml Total Return 125.7584% On 01/29/2021,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
3/31/1998,6.86,0.00032,-46.90%,-44.79%,-2.75%,-2.74%,,,
2/27/1998,7.05,--,-45.40%,-43.23%,35.42%,35.42%,,,
1/30/1998,5.21,--,-59.68%,-58.08%,-25.43%,-25.43%,,,
,,,,,,,,,
12/31/1997,6.98,0.00032,-45.93%,-43.79%,-2.96%,-2.96%,,,
11/28/1997,7.2,0.0017,-44.28%,-42.07%,-18.03%,-18.02%,,,
10/31/1997,8.78,--,-32.02%,-29.34%,-16.31%,-16.31%,,,
,,,,,,,,,
9/30/1997,10.49,0.00032,-18.77%,-15.57%,-16.62%,-16.61%,,,
8/29/1997,12.58,0.00176,-2.58%,1.25%,5.88%,5.89%,,,
7/31/1997,11.88,0.0119,-7.99%,-4.39%,13.54%,13.66%,,,
,,,,,,,,,
6/30/1997,10.47,0.02931,-18.96%,-15.88%,1.93%,2.23%,,,
5/30/1997,10.27,0.1133,-20.50%,-17.71%,-2.20%,-1.12%,,,
4/30/1997,10.5,--,-18.71%,-16.78%,13.21%,13.21%,,,
,,,,,,,,,
3/31/1997,9.27,0.00034,-28.19%,-26.48%,-2.89%,-2.89%,,,
2/28/1997,9.55,--,-26.06%,-24.30%,2.93%,2.93%,,,
1/31/1997,9.28,--,-28.16%,-26.46%,-2.22%,-2.22%,,,
,,,,,,,,,
12/31/1996,9.49,0.00034,-26.53%,-24.79%,16.58%,16.58%,,,
11/29/1996,8.14,0.0016,-36.98%,-35.48%,11.54%,11.56%,,,
10/31/1996,7.3,--,-43.50%,-42.17%,-2.66%,-2.66%,,,
,,,,,,,,,
9/30/1996,7.5,0.01883,-41.96%,-40.59%,-1.15%,-0.90%,,,
8/30/1996,7.58,--,-41.28%,-40.05%,-0.30%,-0.30%,,,
7/31/1996,7.61,0.03508,-41.10%,-39.87%,-4.03%,-3.59%,,,
,,,,,,,,,
6/28/1996,7.93,0.02368,-38.63%,-37.63%,1.20%,1.50%,,,
5/31/1996,7.83,0.08716,-39.36%,-38.55%,3.98%,5.18%,,,
4/30/1996,7.53,0.01311,-41.68%,-41.58%,-5.28%,-5.11%,,,
,,,,,,,,,
3/29/1996,7.95,--,-38.43%,-38.43%,-4.62%,-4.62%,,,
2/29/1996,8.34,--,-35.45%,-35.45%,2.97%,2.97%,,,
1/31/1996,8.1,--,-37.31%,-37.31%,15.31%,15.31%,,,
,,,,,,,,,
12/29/1995,7.02,--,-45.63%,-45.63%,-4.65%,-4.65%,,,
11/30/1995,7.36,--,-42.98%,-42.98%,-7.12%,-7.12%,,,
10/31/1995,7.93,--,-38.61%,-38.61%,-6.22%,-6.22%,,,
,,,,,,,,,
9/29/1995,8.45,--,-34.53%,-34.53%,-4.57%,-4.57%,,,
8/31/1995,8.86,--,-31.40%,-31.40%,-5.82%,-5.82%,,,
7/31/1995,9.41,--,-27.16%,-27.16%,4.97%,4.97%,,,
,,,,,,,,,
6/30/1995,8.96,--,-30.61%,-30.61%,-1.36%,-1.36%,,,
5/31/1995,9.09,--,-29.65%,-29.65%,16.02%,16.02%,,,
4/28/1995,7.83,--,-39.37%,-39.37%,-10.74%,-10.74%,,,
,,,,,,,,,
3/31/1995,8.77,--,-32.07%,-32.07%,0.16%,0.16%,,,
2/28/1995,8.76,--,-32.18%,-32.18%,11.43%,11.43%,,,
1/31/1995,7.86,--,-39.14%,-39.14%,-13.78%,-13.78%,,,
,,,,,,,,,
12/30/1994,9.12,--,-29.40%,-29.40%,-12.40%,-12.40%,,,
11/30/1994,10.41,--,-19.41%,-19.41%,-13.04%,-13.04%,,,
10/31/1994,11.97,--,-7.32%,-7.32%,-4.02%,-4.02%,,,
,,,,,,,,,
9/30/1994,12.47,--,-3.44%,-3.44%,1.02%,1.02%,,,
8/31/1994,12.34,--,-4.42%,-4.42%,5.75%,5.75%,,,
7/29/1994,11.67,--,-9.62%,-9.62%,11.68%,11.68%,,,
,,,,,,,,,
6/30/1994,10.45,--,-19.07%,-19.07%,-11.38%,-11.38%,,,
5/31/1994,11.79,--,-8.68%,-8.68%,4.38%,4.38%,,,
4/29/1994,11.3,--,-12.51%,-12.51%,-2.24%,-2.24%,,,
,,,,,,,,,
3/31/1994,11.56,--,-10.51%,-10.51%,-18.34%,-18.34%,,,
2/28/1994,14.15,--,9.59%,9.59%,-5.39%,-5.39%,,,
1/31/1994,14.96,--,15.83%,15.83%,-13.34%,-13.34%,,,
,,,,,,,,,
12/31/1993,17.26,--,33.67%,33.67%,24.37%,24.37%,,,
11/30/1993,13.88,--,7.48%,7.48%,8.32%,8.32%,,,
10/29/1993,12.81,--,-0.78%,-0.78%,9.58%,9.58%,,,
,,,,,,,,,
9/30/1993,11.69,--,-9.45%,-9.45%,6.82%,6.82%,,,
8/31/1993,10.95,--,-15.24%,-15.24%,16.94%,16.94%,,,
7/30/1993,9.36,--,-27.51%,-27.51%,-11.89%,-11.89%,,,
,,,,,,,,,
6/30/1993,10.62,--,-17.73%,-17.73%,-4.67%,-4.67%,,,
5/31/1993,11.14,--,-13.70%,-13.70%,-5.99%,-5.99%,,,
4/30/1993,11.86,--,-8.20%,-8.20%,-5.50%,-5.50%,,,
,,,,,,,,,
3/31/1993,12.55,--,-2.85%,-2.85%,-10.74%,-10.74%,,,
2/26/1993,14.06,--,8.84%,8.84%,10.06%,10.06%,,,
1/29/1993,12.77,--,-1.11%,-1.11%,-1.11%,-1.11%,,,
,,,,,,,,,
12/31/1992,12.91,--,0.00%,0.00%,--,--,,,
