,,,,,,,,,,,
,,,,,,,,,,,
MXZA Index Settings Total Return Analysis,,,,,,,,,,,
Range12/31/1992 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 360 Month Holding Period Chart,,,,,,,,,,,
MSCI South Africa Index Max Cuml Total Return 725.5778% On 02/28/2018,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,
2/26/1999,27.5,0.15387,-15.98%,-4.76%,-0.53%,0.02%,,,,,
1/29/1999,27.65,--,-15.53%,-4.78%,5.44%,5.44%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
12/31/1998,26.22,0.10527,-19.89%,-9.70%,-9.07%,-8.69%,,,,,
11/30/1998,28.84,0.0395,-11.90%,-1.11%,-4.37%,-4.24%,,,,,
10/30/1998,30.16,0.0698,-7.87%,3.27%,20.23%,20.56%,,,,,
,,,,,,,,,,,
9/30/1998,25.08,0.19543,-23.37%,-14.34%,16.89%,17.88%,,,,,
8/31/1998,21.46,0.06004,-34.44%,-27.33%,-31.28%,-31.09%,,,,,
7/31/1998,31.23,0.00158,-4.61%,5.45%,-0.38%,-0.38%,,,,,
,,,,,,,,,,,
6/30/1998,31.35,0.19151,-4.24%,5.86%,-24.49%,-24.11%,,,,,
5/29/1998,41.51,0.01941,26.82%,39.48%,-12.02%,-11.98%,,,,,
4/30/1998,47.18,0.0176,44.15%,58.46%,8.73%,8.77%,,,,,
,,,,,,,,,,,
3/31/1998,43.4,0.31098,32.58%,45.69%,6.42%,7.20%,,,,,
2/27/1998,40.78,0.06393,24.58%,35.91%,4.72%,4.89%,,,,,
1/30/1998,38.94,0.00574,18.97%,29.58%,4.19%,4.21%,,,,,
,,,,,,,,,,,
12/31/1997,37.38,0.11281,14.18%,24.34%,-2.52%,-2.22%,,,,,
11/28/1997,38.34,0.09013,17.13%,27.17%,-4.82%,-4.60%,,,,,
10/31/1997,40.28,0.02882,23.06%,33.30%,-11.21%,-11.16%,,,,,
,,,,,,,,,,,
9/30/1997,45.37,0.26036,38.61%,50.05%,-2.13%,-1.57%,,,,,
8/29/1997,46.36,0.03652,41.62%,52.44%,-4.35%,-4.28%,,,,,
7/31/1997,48.47,0.01428,48.07%,59.26%,0.80%,0.83%,,,,,
,,,,,,,,,,,
6/30/1997,48.08,0.22419,46.90%,57.95%,3.87%,4.36%,,,,,
5/30/1997,46.29,0.02207,41.43%,51.35%,-2.49%,-2.44%,,,,,
4/30/1997,47.47,0.21545,45.03%,55.14%,-0.02%,0.44%,,,,,
,,,,,,,,,,,
3/31/1997,47.48,0.15973,45.06%,54.45%,0.84%,1.18%,,,,,
2/28/1997,47.09,0.07266,43.85%,52.65%,9.10%,9.27%,,,,,
1/31/1997,43.16,0.01669,31.85%,39.71%,3.25%,3.29%,,,,,
,,,,,,,,,,,
12/31/1996,41.8,0.14505,27.70%,35.25%,-2.81%,-2.47%,,,,,
11/29/1996,43.01,0.091,31.39%,38.67%,-1.89%,-1.69%,,,,,
10/31/1996,43.84,0.06741,33.93%,41.05%,-2.31%,-2.17%,,,,,
,,,,,,,,,,,
9/30/1996,44.88,0.28221,37.09%,44.18%,0.90%,1.53%,,,,,
8/30/1996,44.47,0.0506,35.87%,42.01%,1.18%,1.29%,,,,,
7/31/1996,43.96,0.06164,34.28%,40.20%,-8.72%,-8.60%,,,,,
,,,,,,,,,,,
6/28/1996,48.16,0.17022,47.12%,53.40%,0.86%,1.22%,,,,,
5/31/1996,47.74,0.05271,45.86%,51.54%,-2.43%,-2.32%,,,,,
4/30/1996,48.93,0.18556,49.50%,55.15%,-4.41%,-4.06%,,,,,
,,,,,,,,,,,
3/29/1996,51.19,0.14666,56.40%,61.72%,-2.10%,-1.82%,,,,,
2/29/1996,52.29,0.08274,59.76%,64.72%,-8.13%,-7.99%,,,,,
1/31/1996,56.92,0.03844,73.90%,79.02%,8.81%,8.89%,,,,,
,,,,,,,,,,,
12/29/1995,52.31,0.16721,59.82%,64.41%,4.59%,4.93%,,,,,
11/30/1995,50.02,0.08398,52.80%,56.68%,2.07%,2.24%,,,,,
10/31/1995,49,0.08867,49.70%,53.25%,2.09%,2.28%,,,,,
,,,,,,,,,,,
9/29/1995,48,0.27524,46.63%,49.83%,2.02%,2.61%,,,,,
8/31/1995,47.05,0.01342,43.74%,46.02%,0.68%,0.70%,,,,,
7/31/1995,46.73,0.09381,42.77%,45.00%,1.35%,1.56%,,,,,
,,,,,,,,,,,
6/30/1995,46.11,0.08203,40.86%,42.77%,0.09%,0.27%,,,,,
5/31/1995,46.07,0.16009,40.74%,42.39%,-2.65%,-2.32%,,,,,
4/28/1995,47.32,0.00119,44.57%,45.77%,2.34%,2.34%,,,,,
,,,,,,,,,,,
3/31/1995,46.24,0.25745,41.26%,42.43%,4.16%,4.76%,,,,,
2/28/1995,44.39,0.11686,35.61%,35.97%,0.58%,0.84%,,,,,
1/31/1995,44.13,--,34.83%,34.83%,-14.07%,-14.07%,,,,,
,,,,,,,,,,,
12/30/1994,51.36,--,56.90%,56.90%,2.55%,2.55%,,,,,
11/30/1994,50.08,--,53.00%,53.00%,-0.68%,-0.68%,,,,,
10/31/1994,50.43,--,54.05%,54.05%,3.57%,3.57%,,,,,
,,,,,,,,,,,
9/30/1994,48.69,--,48.74%,48.74%,-1.70%,-1.70%,,,,,
8/31/1994,49.53,--,51.32%,51.32%,5.81%,5.81%,,,,,
7/29/1994,46.81,--,43.01%,43.01%,3.43%,3.43%,,,,,
,,,,,,,,,,,
6/30/1994,45.26,--,38.26%,38.26%,-0.49%,-0.49%,,,,,
5/31/1994,45.48,--,38.95%,38.95%,-4.18%,-4.18%,,,,,
4/29/1994,47.47,--,45.01%,45.01%,10.51%,10.51%,,,,,
,,,,,,,,,,,
3/31/1994,42.95,--,31.23%,31.23%,0.19%,0.19%,,,,,
2/28/1994,42.87,--,30.97%,30.97%,1.04%,1.04%,,,,,
1/31/1994,42.43,--,29.62%,29.62%,-2.80%,-2.80%,,,,,
,,,,,,,,,,,
12/31/1993,43.65,--,33.35%,33.35%,15.56%,15.56%,,,,,
11/30/1993,37.77,--,15.40%,15.40%,4.99%,4.99%,,,,,
10/29/1993,35.98,--,9.91%,9.91%,9.12%,9.12%,,,,,
,,,,,,,,,,,
9/30/1993,32.97,--,0.72%,0.72%,-8.33%,-8.33%,,,,,
8/31/1993,35.97,--,9.88%,9.88%,-4.22%,-4.22%,,,,,
7/30/1993,37.55,--,14.72%,14.72%,1.32%,1.32%,,,,,
,,,,,,,,,,,
6/30/1993,37.06,--,13.23%,13.23%,-2.50%,-2.50%,,,,,
5/31/1993,38.01,--,16.13%,16.13%,5.67%,5.67%,,,,,
4/30/1993,35.97,--,9.90%,9.90%,4.79%,4.79%,,,,,
,,,,,,,,,,,
3/31/1993,34.33,--,4.87%,4.87%,1.66%,1.66%,,,,,
2/26/1993,33.77,--,3.16%,3.16%,-1.54%,-1.54%,,,,,
1/29/1993,34.3,--,4.77%,4.77%,4.77%,4.77%,,,,,
,,,,,,,,,,,
12/31/1992,32.73,--,0.00%,0.00%,--,--,,,,,
